Texto,Comentarios,Clicks,Etiqueta,000,2026,ahora,ayuso,años,caso,cómo,datos,después,donald,dos,eeuu,empresa,eng,epstein,españa,gobierno,gran,guerra,hace,historia,ia,irán,israel,madrid,medio,menos,mientras,millones,mundo,partido,país,personas,política,pp,presidente,puede,según,ser,si,sido,sino,sistema,solo,sánchez,tras,trump,unidos,vez,vox
"Desinformación tras los bombardeos de EE.UU. e Israel a Irán Tras los bombardeos de Estados Unidos e Israel a Irán el pasado sábado 28 de febrero y las posteriores represalias iraníes, las redes sociales se han colmado de desinformación relacionada con los ataques y enfrentamientos en Oriente Medio. Desde contenidos generados con inteligencia artificial (IA) y videos sacados de contexto hasta falsas respuestas de Grok —la inteligencia artificial de X— sobre imágenes difundidas por la Agencia EFE, los engaños que se esparcen en línea confunden a miles de internautas.",12,611,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27535288503100647,0.5091210361206362,0.5422003163937404,0.0,0.2954188589057897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4742608173937066,0.0,0.2424865997842629,0.0,0.0
"EEUU prohibió a España usar sus aviones en una guerra contra Marruecos Durante el conflicto por Sidi Ifni (1957-1958), en África Occidental, hoy parte de Marruecos, el gobierno estadounidense impidió Siete décadas antes de que el Gobierno de Pedro Sánchez le haya negado a Estados Unidos utilizar las bases de Rota y Morón para atacar Irán, las tensiones entre el país norteamericano y España se produjeron en sentido contrario: Washington negó a las fuerzas militares españolas utilizar sus recursos. Fue en la guerra de Sidi Ifni, de 1957, en pleno proceso de descolonización africana, cuando un tratado jugó en contra de los intereses españoles y acabó resultando decisivo para perder aquella campaña.",56,884,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849744155303731,0.0,0.0,0.0,0.4632010033050141,0.4686158774463572,0.0,0.4686158774463572,0.0,0.0,0.0,0.24313237818561698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2695706384356456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28215644073142065,0.0,0.0,0.23160050165250706,0.0,0.0
"La IA ya está aprendiendo a encontrar fallos en el software: Claude acaba de demostrarlo con Firefox Durante años, encontrar vulnerabilidades graves en software complejo ha sido una tarea reservada a investigadores especializados que dedican semanas o meses a examinar millones de líneas de código. Ese escenario empieza a cambiar. Los modelos de inteligencia artificial ya no se limitan a generar código o ayudar a depurarlo, también están empezando a detectar fallos de seguridad por sí mismos. El experimento resulta especialmente llamativo porque Firefox es uno de los proyectos de código abierto más auditados del ecosistema web.",62,1366,tecnología,0.0,0.0,0.0,0.0,0.41367652139407357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5202028950395651,0.0,0.0,0.0,0.0,0.0,0.0,0.5476033782844641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083219685703108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Un nuevo 'Hitler' dispuesto a bombardear Teherán: el príncipe heredero de Irán cae en la trampa de unos humoristas rusos Reza Pahlavi, hijo del último Sha de Irán, ha sido víctima de una elaborada broma organizada por los humoristas rusos Vovan y Lexus, que lo convencieron durante una videollamada de que Alemania estaba preparando un ataque militar contra Irán.",35,1980,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9431725908102031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3323032710407303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Esto va demasiado rápido"": la velocidad de escape de la IA sorprende a sus propios creadores Cada ola previa de automatización (vapor, electricidad, computadores) requirió ingenio humano para impulsar la siguiente mejora. Si la IA automatiza el proceso de mejorar la IA, el ritmo del cambio se desacopla de la capacidad cognitiva humana por primera vez en la historia. Es la velocidad de escape: el punto en el que el cohete deja atrás la gravedad terrestre y ya no necesita que nadie lo empuje. La estela que deja no es de fuego, sino de código binario. Y los científicos que miran por la escotilla descubren, con los ojos como platos, que su",135,2508,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25621559433445756,0.836768487228951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24850188178876528,0.0,0.2936144434014242,0.0,0.0,0.0,0.0,0.0,0.0,0.2936144434014242,0.0
"No, los derechos humanos no prevalecen sobre el derecho internacional como dice Feijóo [...] La respuesta corta de ambos juristas es que la afirmación del líder popular ""no tiene sentido"", porque los derechos humanos se encuentran protegidos bajo el derecho internacional. En palabras de Quesada, ""todo [a lo que Feijóo hace referencia durante su intervención] es derecho internacional"". Una respuesta argumentada sobre las afirmaciones de los expertos requiere desmenuzar ambos conceptos...",35,632,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Oil Crash: El hundimiento Llevamos ya una semana de guerra en el Golfo Pérsico. Sin duda, Israel y EE.UU. pensaron que si golpeaban de manera certera a Irán, dada su inestabilidad interna, el régimen de los ayatolás caería como fruta madura gracias a una reacción del pueblo iraní que los depondría inmediatamente. Confiaban, seguramente, en una capitulación completa a la venezolana, en la que los EE.UU. en la práctica se han apropiado de todos los recursos petroleros (sin que, por cierto, haya habido un cambio real del régimen político). Lo que increíblemente no se ...",42,3807,cultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48235792038200304,0.0,0.0,0.0,0.5005243482496798,0.5330450732337105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48235792038200304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paisajes de los Monegros Monegrino de nacimiento y enamorado de estas tierras, crece en mí una afición a la fotografía, siempre con disciplina autodidacta y realizando numerosos talleres de fotografía. Entre mediados de los años 90 y el 2014 entro a formar parte del ""Círculo Fotográfico de Aragón"", más tarde en la agrupación ""Artemonegros"" y socio de ASAFONA (Asociación Aragonesa de fotógrafos de la naturaleza). Con casi un centenar de exposiciones de fotografía entre individuales y colectivas, unas en papel (la mayoría) y otras en forma de audiovisuales...",11,2019,cultura,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Una semana en Irán es muy larga: Merz cambia de postura y advierte ahora sobre la guerra de Estados Unidos (Visible en modo lectura) El primero en reposicionarse ha sido el Gobierno francés, señalando que no podía aprobar los ataques americanos por encontrarse fuera del derecho internacional, y también ha girado el Gobierno italiano de Giorgia Meloni, buscando marcar distancias del conflicto. A ello se ha sumado Merz este viernes, lo que consuma el cambio de postura más notable entre los grandes Estados miembros europeos.",45,1163,politica,0.0,0.0,0.3613666458721051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6489932389162641,0.0,0.3244966194581321,0.0,0.0,0.0,0.3367177195616043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559021987637873,0.0,0.0,0.0,0.0,0.0,0.0,0.32074704877940874,0.0,0.0
"El historiador José Miguel Villarroya ve lo que dice la derecha de Pedro Sánchez y explica por qué 'tiene mucha suerte' ""Tiene mucha suerte porque delante tiene la nada"", afirmado Villarroya. ""La nada. ¿Quién es la nada?"", le ha preguntado Jesús Cintora. ""Hombre, pues la oposición. Por eso ponen a Aznar porque como mínimo, aunque repita los argumentos... Aznar al lado de Feijóo, es algo más que Feijóo"". ""Es curioso que la derecha española, tanto la una como la otra, que van tan de patriotas se alíen con los 'anglos', que son los que más han fastidiado a España a lo largo de su historia""",17,1403,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5290876511928283,0.0,0.0,0.0,0.0,0.5518880753317535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.644581887475803,0.0,0.0,0.0,0.0,0.0
"Pedro Sánchez: No a la guerra [EN] Es ingenuo pensar que la escalada del conflicto en Irán conducirá a algo bueno, escribe el presidente del Gobierno español. La mayoría de la gente recuerda la escena. En febrero de 2003, Colin Powell, entonces secretario de Estado de Estados Unidos, se presentó ante el Consejo de Seguridad de la ONU y mostró ante las cámaras un pequeño frasco que, supuestamente, contenía ántrax. Su mensaje era sencillo: Irak tiene armas de destrucción masiva, debemos atacarlo. España tuvo su propia versión de ese momento. Nuestro entonces presidente, José Marí",37,1200,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977009444760852,0.3011811034882527,0.0,0.3011811034882527,0.0,0.0,0.0,0.31252410120930924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641962457898931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3626859108525822,0.0,0.0,0.2977009444760852,0.0,0.0
"13.700 km en 39 días: un autobús eléctrico de 13 metros y 64 plazas cruza 6 países de África y firma una ruta histórica De Kampala a Ciudad del Cabo y vuelta. Un autobús eléctrico recorre 13.700 km por África, y la parte más interesante no es la autonomía, sino las complicaciones del viaje. El autobús utilizado tiene 13 metros, con capacidad de hasta 64 plazas, y está pensado para carretera y no para una línea urbana que vuelve cada pocas horas al depósito. En la información divulgada cita una batería de 422 kWh, una potencia máxima de 400 kW, 5.000 Nm de par y una velocidad máxima de 100 km/h, además de una autonomía anunciada de hasta 500 km.",11,357,tecnología,0.6776277801586316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7354050527140027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Absuelve a la denunciante María Serrano tras desgarrador alegato contra represalia por investigar corrupción en Guardia Civil Sentencia firme que absuelve por unanimidad a la Brigada María Serrano tras investigar corrupción en el Seprona de Sevilla. Su desgarrador alegato ante el Tribunal Penal Militar defiende la verdad, los valores y la obligación de denunciar la corrupción. Ahora reconocida como Denunciante Protegida de Corrupción. Caso que evidencia represalias contra quien investiga ilegalidades en la Guardia Civil.",10,631,politica,0.0,0.0,0.4411106843041254,0.0,0.0,0.4680124678607009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7657582478300072,0.0,0.0,0.0,0.0
"La historia detrás ""La voz de Hind Rajab"", candidata al Oscar que impulsa una llamada global de justicia para las víctimas de Gaza (EN) Trescientas treinta y cinco. Ese es el número de balas disparadas por las fuerzas israelíes contra el pequeño Kia negro que transportaba a Hind Rajab Hamada, de 5 años, y seis miembros de su familia en Gaza el 29 de enero de 2024.",18,199,cultura,0.0,0.0,0.0,0.0,0.6545123802046051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7560512840799244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"EE. UU. da a conocer el testimonio de la mujer que acusó a Trump en los archivos Epstein ""Sus acusaciones contra Trump se remontan a la década de 1980, cuando ella era adolescente. Su descripción de la agresión sufrida a manos de Trump es una de las acusaciones no corroboradas contra hombres prominentes, incluido el presidente, contenidas en los millones de documentos publicados por el Departamento de Justicia.""",14,759,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386862956201859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3374106387196151,0.0,0.0,0.0,0.0,0.0,0.0,0.3043427451931842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8024129905764591,0.0,0.0,0.0
"ECH, la mejora del cifrado web creada por Cloudflare y Apple que frustró los bloqueos de LaLiga, ya es un estándar oficial A mediados de 2024 Cloudflare y Google activaron la extensión ECH (Encrypted Client Hello) para mejorar la seguridad del protocolo TLS con el que funcionan las webs seguras HTTPS. Dado que el primero da servicio 1 de cada 5 webs que existen y el segundo, con su navegador Chrome, es utilizado por 7 de cada 10 usuarios, su impacto fue masivo.",23,1372,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FACUA alerta de una campaña de phishing que suplanta a Mi Carpeta Ciudadana: ""se ha generado a su favor un ingreso de 552 euros"" FACUA-Consumidores en Acción alerta de una campaña de phishing que suplanta a Mi Carpeta Ciudadana para robar datos personales y bancarios a los usuarios. Los correos electrónicos simulan una notificación oficial para comunicar al usuario que «se ha generado a su favor un ingreso por importe de 552,97 euros».",11,737,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Los titiriteros que fueron a la cárcel: ""Nos usaron para perjudicar a Carmena y a Podemos"" ""Alfonso Lázaro y Raúl García, miembros de la compañía Títeres desde Abajo, fueron detenidos hace una década en Madrid cuando representaban La bruja y don Cristóbal. Acusados de enaltecimiento del terrorismo, los encarcelaron durante cinco días. Meses después, un juez de la Audiencia Nacional archivó la causa. Con motivo de su décimo aniversario, los titiriteros salen de gira con la misma obra, programada en su día por el Ayuntamiento gobernado por Manuela Carmena. Según Alfonso Lázaro, el caso fue utilizado política y mediáticamente para ""atac",73,609,politica,0.0,0.0,0.0,0.0,0.0,0.4219778561020521,0.0,0.0,0.3806219614893461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888250656577076,0.0,0.0,0.0,0.0,0.4259488889466463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43437097317671264,0.0,0.0,0.0,0.394672118820713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hallados en Praga los manuales perdidos de la máquina de cifrado nazi más avanzada de la Segunda Guerra Mundial, cuyo funcionamiento nadie comprendía Durante décadas, la Schlüsselgerät 41 (SG-41) fue un fantasma en la historia de la criptografía. Más avanzada que la famosa Enigma, esta máquina de 17 kilogramos diseñada por el inventor alemán Fritz Menzer en 1941 incorporaba innovaciones que la situaban muy por delante de su tiempo. Sin embargo, la falta de documentación original y la escasez de máquinas funcionales la habían convertido en un misterio para historiadores y expertos en cifrado.",30,1553,cultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962186010287599,0.0,0.7178298263387756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"La Policía solo localiza un viaje de Begoña Gómez a un congreso en República Dominicana tras la petición del juez Peinado En el oficio no consta ningún vuelo en el que coincidan la esposa de Pedro Sánchez y su asesora Cristina Álvarez, a las que el magistrado investiga por malversación",37,499,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5762263842575153,0.6373584945878473,0.5116026812500337,0.0,0.0,0.0,0.0
¿Recuerdas cuando la gente pensaba que Trump era “antibélico”? (inglés) Una breve historia de la mentira más obvia del mundo y de las personas que la creyeron.,71,632,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5012973547844931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4981490156859326,0.0,0.0,0.54144883490995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45539178674177255,0.0,0.0,0.0
"El cerrojo legal de Rota y Morón: así ampara el Convenio de 1988 el veto de España a las operaciones militares de EEUU en Irán El marco jurídico que rige estas instalaciones, el Convenio de Cooperación para la Defensa suscrito originalmente en 1988 y que se ha venido renovando hasta la fecha, otorga a España el cont ...",16,1528,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47837200676342767,0.0,0.0,0.0,0.7775518832926109,0.0,0.0,0.0,0.0,0.0,0.0,0.40813391421596557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Los creadores de Call of Duty fueron presionados para hacer un juego donde Irán atacaba a Israel Esa presión les llego desde arriba, pero la inmensa mayoría se negaron, quedando el proyecto en tan solo una propuesta. Si estos días le echas un vistazo a la televisión y, más concretamente, a programas de noticias, de poco se habla más que de los ataques de Estados Unidos contra Irán. Se estima que la operación ha dejado, por el momento y como poco, más de mil muertos. Y vosotros, que estáis leyendo esta web de prensa especializada sobre videojuegos, os preguntaréis ""¿qué tiene que ver esto con los juegos?"" Pues se ha acabado relacionando...",24,566,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7039855228869004,0.3748628971946919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33921725684898235,0.0,0.0,0.0,0.3693093169334744,0.0,0.0,0.0,0.3352975886499057,0.0,0.0
"El programa de Losantos difunde un nuevo bulo sobre Sánchez y hablan incluso de un catéter en el cuello ‘Es la Mañana de Federico’, el programa matinal de esRadio conducido por Federico Jiménez Losantos, ha vuelto este miércoles a la senda de los bulos y la desinformación, esparciendo nuevamente una información errónea sobre el presidente del Gobierno, Pedro Sánchez. A razón de la declaración institucional que ha ofrecido el jefe del Ejecutivo desde Moncloa tras las amenazas recibidas por Donald Trump, el espacio radiofónico ha optado por lanzar un bulo advirtiendo de que Sánchez “tiene una especie de agujero” en el cuello.",58,640,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778812228689202,0.0,0.0,0.0,0.0,0.0,0.0,0.2329934109170635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24831076886005177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8417204115636138,0.22521413148984257,0.218227409480781,0.0,0.0,0.0
"Persia en retratos: las fascinantes fotografías del siglo XIX de Antoin Sevruguin (ENG) Pocos fotógrafos han capturado el alma de una civilización en el preciso momento en que comenzó a cambiar. Antoin Sevruguin fue uno de ellos, un artista cuya lente fue testigo del ocaso de un antiguo imperio y de la silenciosa agitación de la modernidad que presionaba a sus puertas.",14,2396,cultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Las tropas israelíes avanzan en el Líbano, donde hay ya más de 65.000 desplazados Al menos 72 personas han muerto y 435 han resultado heridas desde el lunes, según el último balance del Ministerio de Sanidad libanés, mientras que la ONU ha elevado a 65.000 la cifra provisional de desplazados. Los datos de desplazados ""están aumentando rápidamente"", ha alertado el Programa Mundial de Alimentos. El Ejército israelí ha ordenado a todos los residentes del sur del Líbano que abandonen sus casas y se desplacen inmediatamente al norte del río Litani y posteriormente ha bombardeado la zona. La orden hace temer una nueva ocupación...",29,278,politica,0.6122116072960007,0.0,0.0,0.0,0.0,0.0,0.0,0.3491698104929588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30610580364800033,0.0,0.0,0.0,0.0,0.0,0.0,0.33220561679912464,0.3234780535213556,0.0,0.0,0.0,0.0,0.31311013491963613,0.0,0.0,0.0,0.0,0.310708945434672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El grupo neonazi Núcleo Nacional sorprende con este tuit sobre el pulso entre Pedro Sánchez y Trump: ""Más patriota 'Dirty Sánchez'..."" El colectivo, conocido por su ideología neonazi, ha lanzado un tuit en el que sorprendentemente critica a la derecha española y acaba situando a Pedro Sánchez en una posición más “patriota” frente a Donald Trump.",137,6229,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812476500156928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8519175397258753,0.0,0.4417423059523077,0.0,0.0,0.0
"Ayuso anuncia la bonificación del 100% del Impuesto de Transmisiones Patrimoniales en la compraventa de obras de arte Esta medida contribuye a crear un entorno fiscal más favorable para los agentes culturales, frente a barreras tributarias dependientes del Estado como el IVA del 21%. Permitirá avanzar en la consolidación de la región como líder en el mercado del arte",151,443,politica,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump devuelve la bandera de España a la izquierda Una persona de izquierdas hoy puede apuntarse a un patriotismo cívico, plural, democrático, respetuoso, empático y comprometido con la legalidad internacional. Este regalo de la bandera de España a la izquierda jamás habría sido posible sin la inestimable colaboración del PP y Vox, convertidos en satélites del movimiento MAGA",108,1911,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271733988937515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38983283570505084,0.0,0.33810925372710954,0.0,0.0,0.0,0.34795704671620625,0.0,0.0,0.0,0.0,0.0,0.29714662356803523,0.0,0.0,0.3619334168227182
"Demócrata gana el escaño de la Cámara de Representantes de Arkansas en elección especial (ING) El demócrata Alex Holladay derrotó al republicano Bryan “Bo” Renshaw en una elección especial para la Cámara estatal de Arkansas para reemplazar al legislador republicano Carlton Wing. Este resultado marca la novena vez que los demócratas arrebatan un escaño republicano desde que Donald Trump inició su segundo mandato, mientras que los republicanos no han logrado ningún giro similar. Holladay, administrador de salud, ya había disputado ese escaño en 2024, perdiendo por apenas dos puntos.",17,250,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4759525091984781,0.4479220461515305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591278554903734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373777983434513,0.0,0.47151530300886196,0.0
"El nivel del mar ya ha subido mucho más del que estimaban los modelos: ""Podemos ver impactos devastadores"" El aumento del nivel del mar calculado hasta ahora por los científicos está subestimado y es, de media, treinta centímetros más del que estaba previsto, porque el grosor de las investigaciones hechas hasta ahora no ha tenido en cuenta factores locales determinantes como las mareas, las corrientes o los vientos. Así lo pone de manifiesto un estudio recogido este miércoles en la revista Nature, en el cual los autores, *Katharina *Seeger y Philip *Minderhoud —Universidad de *Wageningen (Países Bajos). [EN VALENCIANO]",52,1517,cultura,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"José Luis Sancha Lasa, enterrado en la memoria de la versión oficial Esa versión oficial no solo enterró a víctimas como José Luis Sancha Lasa, un chaval de 17 años que tuvo la mala suerte de tropezarse con uno de aquellos policías de gatillo fácil, sino que enterró también la memoria de toda una generación.",21,910,cultura,0.0,0.0,0.0,0.0,0.48563769191281186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428618182572433,0.0,0.5923552268872014,0.0,0.0,0.0,0.0,0.0,0.0
